### EC-numbers
1.4.3.-	4.2.1.1	2.7.6.-	3.5.1.88	5.4.99.-	3.1.21.4	2.3.1.48	7.2.1.-	1.16.3.1	3.4.19.12	1.3.8.-	2.7.7.19	2.4.2.-	1.1.1.169	2.4.2.10	3.5.3.1	3.3.2.-	3.1.26.4	7.1.1.9	3.4.13.9	1.1.1.100	5.1.1.-	3.1.22.-	3.4.21.-	1.11.1.-	3.4.22.28	4.6.1.18	3.4.21.4	6.1.1.4	1.15.1.1	3.4.19.-	3.4.11.1	3.4.25.1	1.3.1.9	2.4.99.-	1.1.99.-	1.97.1.12	2.7.4.6	1.17.1.-	1.7.2.-	2.7.1.71	4.2.1.11	3.4.21.90	4.1.99.-	2.8.1.1	3.6.4.13	6.3.4.4	2.7.11.1	2.7.7.23	1.9.3.-	2.3.1.39	4.1.1.11	3.2.1.26	3.1.13.-	1.8.99.-	1.11.1.6	4.2.1.2	5.3.4.1	3.2.1.4	3.4.21.5	1.14.16.-	6.3.4.2	2.1.1.37	1.12.99.-	2.1.1.361	2.1.1.-	3.1.8.1	2.7.11.-	2.3.2.24	2.7.7.48	3.5.1.98	3.1.1.31	2.7.11.22	1.18.1.2	3.1.13.4	4.1.1.23	3.2.2.27	2.5.1.7	1.14.11.-	3.5.1.2	6.3.1.2	4.3.2.-	4.1.2.25	5.3.2.-	2.7.1.1	3.1.11.-	2.7.7.4	3.6.3.14	4.2.1.20	2.3.1.41	1.18.6.1	2.3.1.74	6.3.2.19	3.2.2.22	2.8.4.1	2.4.2.17	2.1.1.56	1.10.3.-	2.5.1.54	1.2.1.11	4.2.1.8	3.1.3.16	1.12.7.2	2.7.1.-	1.17.4.1	2.7.10.-	3.1.2.14	5.3.1.6	3.4.21.91	2.2.1.-	2.7.1.2	2.7.3.-	3.1.22.4	2.3.1.16	4.99.1.-	2.7.1.35	3.4.22.69	3.1.27.-	1.12.7.-	5.1.3.-	2.7.7.65	1.17.4.-	5.3.1.24	4.2.1.59	2.5.1.10	1.8.4.11	3.4.25.-	2.7.10.2	5.2.1.-	6.1.1.3	2.7.7.49	2.8.4.-	4.1.3.-	2.3.1.31	1.1.1.205	3.1.30.-	3.4.23.-	6.5.1.2	6.1.1.15	3.6.4.-	6.2.1.-	4.1.3.3	2.7.7.60	6.3.2.6	5.1.1.3	2.4.2.9	1.14.13.-	1.1.2.-	1.1.1.1	5.1.99.-	2.8.2.-	2.5.1.47	2.7.11.24	3.4.22.15	2.6.1.42	2.1.3.2	3.2.2.9	4.2.3.3	2.6.1.-	1.5.1.-	2.7.7.24	2.1.1.57	6.1.1.20	5.3.1.5	2.7.1.25	2.2.1.1	3.6.1.1	2.3.3.16	6.3.4.-	2.7.7.9	1.18.1.-	4.2.99.-	4.1.2.4	3.1.3.1	5.3.3.8	3.2.1.1	2.7.10.1	4.2.1.113	4.2.2.2	6.1.1.1	3.1.3.-	1.2.4.-	1.6.99.-	2.5.1.18	3.4.22.29	3.1.3.2	1.1.1.27	2.3.1.286	1.14.15.-	2.7.7.3	3.1.13.2	2.7.7.6	5.4.99.18	4.1.1.39	2.7.4.8	5.6.2.1	2.3.1.-	1.7.1.-	1.6.5.2	1.18.6.-	4.6.1.2	2.6.1.52	3.1.6.-	1.6.5.-	2.3.2.31	3.6.5.5	2.8.3.-	2.3.2.-	3.2.1.18	3.5.99.-	3.1.4.35	3.1.8.-	2.3.1.12	1.6.2.-	2.1.1.72	2.3.3.-	3.4.21.92	1.14.11.27	2.7.11.17	2.1.1.359	2.7.13.-	2.5.1.15	6.3.3.-	3.2.1.22	6.1.1.6	4.3.3.7	3.4.11.18	4.2.3.4	3.1.2.-	2.4.2.8	4.1.1.48	3.7.1.-	3.1.4.53	7.2.2.-	2.7.6.5	3.6.5.3	4.3.3.-	2.7.1.21	3.1.4.-	1.11.1.24	3.6.4.10	1.14.14.1	3.5.1.60	3.2.1.52	1.16.3.-	3.1.26.3	3.4.24.69	3.5.1.11	2.1.1.193	1.7.2.1	1.14.99.-	3.6.5.2	2.7.7.n1	4.1.1.-	2.3.2.26	2.4.1.15	2.5.1.-	3.1.3.11	1.14.11.67	2.3.1.180	2.4.2.7	3.6.4.12	2.5.1.19	1.1.1.-	1.8.1.9	1.9.3.1	2.7.1.15	2.7.1.11	3.4.11.-	2.1.2.-	7.6.2.-	3.5.1.28	3.8.1.5	6.3.4.13	1.11.1.9	1.13.11.-	4.1.2.13	3.4.16.4	6.1.1.7	1.1.3.-	2.4.1.129	3.1.1.29	3.4.21.53	3.6.5.-	3.1.1.4	1.1.1.86	3.2.2.-	2.6.1.1	4.2.99.18	5.5.1.-	2.7.11.30	3.1.26.-	1.8.1.4	1.14.14.-	3.2.1.14	3.5.4.-	2.1.2.1	3.2.1.3	1.97.1.-	6.3.4.14	2.7.12.1	2.7.11.25	2.5.1.17	6.3.5.2	6.3.2.1	3.2.1.78	3.1.11.2	1.6.99.3	2.1.2.2	1.1.1.42	7.1.1.8	7.1.1.2	3.1.2.2	3.4.22.46	3.1.3.36	2.4.1.-	3.1.3.33	4.3.2.2	1.14.12.-	1.13.12.-	3.4.22.-	5.3.1.1	4.2.1.-	3.2.1.169	3.2.1.17	6.5.1.1	1.1.1.35	1.3.5.-	1.2.1.3	2.5.1.1	7.2.2.8	6.3.1.-	2.5.1.78	2.7.7.50	2.1.3.-	2.7.7.-	5.4.3.8	2.7.2.4	1.10.3.2	3.1.1.3	3.6.1.15	5.6.2.2	3.1.3.3	3.2.1.20	3.6.1.9	2.3.2.27	3.6.1.23	6.1.1.-	4.2.1.10	3.4.13.-	6.3.2.4	1.1.1.2	3.4.21.107	1.6.99.1	2.7.4.9	1.15.1.-	3.6.1.34	1.3.1.-	3.6.1.55	3.4.24.-	3.6.1.-	4.1.1.50	4.2.2.-	3.3.1.1	3.4.22.1	3.1.4.11	3.5.1.1	3.3.1.-	1.1.1.267	3.2.1.55	1.1.1.25	3.6.1.7	2.7.13.3	2.7.1.40	2.3.1.9	1.7.3.-	5.4.2.-	1.7.1.17	3.2.2.6	4.1.1.33	1.8.5.-	5.3.3.-	3.2.1.31	6.3.5.-	1.14.19.-	6.1.1.11	1.12.99.6	1.4.1.-	4.6.1.1	3.1.3.86	3.2.1.91	4.3.2.10	3.4.16.-	3.1.3.5	3.5.4.4	6.4.1.-	1.17.1.8	2.5.1.16	4.3.1.-	3.4.23.16	6.3.3.1	3.2.1.73	5.1.3.13	1.2.1.12	1.6.2.4	6.1.1.17	2.3.1.1	3.5.3.-	3.2.1.8	2.1.1.45	3.2.1.21	5.1.3.2	2.3.1.129	2.7.2.-	5.3.1.-	2.7.2.8	2.4.2.1	1.14.14.18	3.5.1.5	3.5.4.38	5.4.3.-	6.5.1.-	2.7.12.2	2.5.1.55	1.8.1.7	3.1.21.-	1.8.4.12	1.11.1.15	1.1.1.85	3.6.1.3	2.7.1.33	2.7.8.7	3.1.3.25	3.2.1.96	7.1.1.-	3.2.1.39	2.4.2.3	3.5.4.9	2.2.1.2	3.6.3.-	3.5.1.-	1.11.1.7	1.5.1.5	2.4.2.19	1.8.3.2	1.3.99.-	1.5.3.-	5.6.1.-	1.8.1.-	2.7.3.9	2.5.1.6	3.4.21.62	1.8.4.-	5.3.1.16	2.3.2.2	3.4.17.-	2.7.4.-	3.2.1.-	6.3.1.5	4.3.3.6	2.1.3.3	1.5.1.3	3.5.2.3	5.4.2.11	2.7.7.8	2.8.1.7	2.7.7.7	3.2.1.37	2.7.12.-	5.3.1.9	1.2.7.-	6.1.1.2	7.1.2.-	2.3.1.5	3.4.14.-	6.1.1.10	1.16.1.-	2.1.1.228	3.5.2.6	2.1.1.354	2.7.4.3	4.1.2.-	4.4.1.5	5.3.4.-	4.6.1.-	5.1.1.1	3.4.24.3	4.4.1.-	1.3.7.-	2.3.1.117	5.4.99.5	1.2.1.-	2.4.2.30	1.14.18.-	3.1.1.1	3.1.3.48	3.4.21.98	5.6.2.-	3.1.26.5	7.2.1.1	2.7.11.12	1.3.3.-	2.7.7.18	3.1.1.-	5.2.1.8	2.7.1.69	1.1.1.37	3.6.4.6	3.1.4.17	2.7.11.13	3.5.2.-	4.2.1.17	2.7.2.3	4.2.3.-	5.3.99.-	3.1.1.72	2.3.1.179	3.2.1.23	1.14.13.25	3.1.26.13	3.8.1.-	4.1.1.20	2.7.11.26	6.1.1.21	2.7.11.21	2.7.4.22	1.8.3.-	2.3.1.57	1.3.5.1	3.1.1.53	7.1.2.2	6.4.1.2	2.7.8.-	6.3.2.-	2.8.1.-	3.5.4.5	4.6.1.12	2.3.2.23
### SWISS-MODEL-chain	EC-numbers
A1K3J8-A	6.1.1.-
Q21UQ9-A	3.1.3.5,3.1.3.-
G5EB76-A	1.14.13.-
A2SSN5-A	5.3.1.1,5.3.1.-
Q9RX51-A	3.2.1.-
P74008-A	3.3.1.-,3.3.1.1
B7JVP5-A	6.1.1.-
E4V2V9-A	3.4.21.-
Q3SVF4-A	2.3.1.-
Q7V132-A	3.1.22.4,3.1.22.-
P50971-A	1.8.1.-,1.8.1.9
Q47RU8-D	5.4.99.-
Q03577-A	6.1.1.-
Q0TTA4-A	2.2.1.2,2.2.1.-
Q8TU65-A	5.4.99.-
Q1GUM2-A	6.1.1.-
B7MER5-A	6.1.1.-
P32112-A	3.3.1.-,3.3.1.1
Q5ZSQ2-A	3.1.4.-
B9E707-A	6.1.1.21,6.1.1.-
Q7Z7S3-A	1.8.1.-,1.8.1.9
Q1ATN8-A	3.1.3.5,3.1.3.-
O27120-A	5.3.1.1,5.3.1.-
Q2RIM5-A	4.1.99.-
A9BRF4-A	6.1.1.-
Q9V107-A	5.4.99.-
P9WQ23-A	3.2.1.-
O64495-A	3.4.21.-
A7IA09-A	2.5.1.-
Q2G8H2-A	2.1.1.-,2.1.1.228
A4G8E6-A	6.1.1.-,6.1.1.4
O65268-A	3.4.25.-
A0M4T1-A	2.4.2.-
Q2RLU0-A	5.3.1.1,5.3.1.-
Q1RJD8-A	1.8.1.-,1.8.1.9
Q466J5-A	2.5.1.-
Q0RF65-A	6.1.1.7,6.1.1.-
Q9CWR2-A	2.1.1.-
A5D3F4-A	6.1.1.7,6.1.1.-
C4Z1Q7-A	2.5.1.-,2.5.1.16
Q86A68-A	6.1.1.-,6.1.1.20
Q93YA3-A	4.2.3.-
A1R8N0-A	2.3.1.-
Q13RW9-B	2.3.1.-
C4K3X3-A	2.5.1.-,2.5.1.16
Q1GXW1-A	2.5.1.-
Q12899-A	2.3.2.27,2.3.2.-
A8YWB7-A	6.1.1.-,6.1.1.20
A3CVQ1-A	2.1.1.-
Q72QL1-A	6.1.1.-
B9DN65-A	2.1.1.-
Q49WQ6-A	6.1.1.-,6.1.1.20
Q6NIA2-A	2.1.1.-
Q9BW92-A	6.1.1.3,6.1.1.-
B1GZN9-B	5.4.99.-
Q9I165-A	3.2.1.-
B9DND4-A	6.1.1.-
Q6NEB5-C	4.2.1.-,4.2.1.20
B1W3G3-A	3.6.4.-,3.6.4.12
O59357-A	5.4.99.-
Q112N2-D	5.4.99.-
Q11S31-A	2.2.1.2,2.2.1.-
O27185-A	2.1.1.-
Q8CNU8-A	6.1.1.-,6.1.1.4
A7HLW9-A	6.1.1.-
A1TR39-A	6.1.1.3,6.1.1.-
P61617-A	3.3.1.-,3.3.1.1
Q5V211-A	2.4.2.-
Q96GW9-A	6.1.1.10,6.1.1.-
A0B7V0-A	5.4.99.-
Q29AU6-A	2.4.1.-
Q8GMG0-A	5.4.3.-
O62431-A	6.1.1.-
Q8XWT9-A	6.1.1.10,6.1.1.-
A4T2R5-A	2.5.1.-
Q2SRI4-A	5.4.99.-
Q31BR1-A	6.1.1.21,6.1.1.-
Q39Z77-A	6.1.1.7,6.1.1.-
Q2NDM8-A	3.1.3.5,3.1.3.-
O77666-A	2.3.2.27,2.3.2.-
Q04MQ9-A	3.6.4.-,3.6.4.12
O93655-A	3.4.11.-
A5IME8-A	2.1.1.-
Q6L171-A	2.1.1.-
Q97AJ6-A	3.4.11.-
Q8CWW3-I	3.6.4.-,3.6.4.12
Q9STQ2-A	3.4.21.-
Q978U3-A	3.4.11.-
A7MKS3-A	6.1.1.-
P27190-A	2.7.7.-
Q3YSC6-B	5.4.99.-
Q7KVS9-A	2.7.7.19,2.7.7.-
O58214-A	2.1.1.-
P52562-A	2.4.2.-
Q5HPU5-B	6.2.1.-
A9KLZ5-A	6.1.1.7,6.1.1.-
B2KD56-A	6.1.1.-
Q2K2S2-A	2.1.1.-
B0JRF1-A	6.1.1.21,6.1.1.-
Q1LSM8-A	6.1.1.15,6.1.1.-
Q7MU42-A	2.3.1.-
B8GQ83-A	2.7.7.-
A1USY3-A	6.1.1.15,6.1.1.-
Q1MA20-A	2.1.1.-
A9KMW7-A	6.1.1.7,6.1.1.-
B4S5Q4-B	2.3.1.-
B2UV44-A	2.4.2.-
B1WRJ7-A	2.1.1.-
B7JWJ7-A	2.1.1.-
Q1IX18-A	2.8.1.-
C4K459-A	6.1.1.-
B1W3P6-B	6.2.1.-
B2VJB6-A	6.1.1.-
Q2LQK5-A	6.1.1.-,6.1.1.4
Q6KHM5-A	5.3.1.1,5.3.1.-
A1K8U5-A	2.1.1.-
Q3BCR8-A	2.1.1.-
B6YRS4-A	6.1.1.-,6.1.1.4
A1TUG3-A	3.3.1.-,3.3.1.1
A1KAH5-A	6.1.1.-,6.1.1.4
P9WG75-A	2.5.1.-
Q9C7Z9-A	3.4.16.-
A4SNT8-C	5.4.99.-
Q971D8-B	6.1.1.-,6.1.1.20
Q980C3-B	5.4.99.-
Q2P0X3-B	5.4.99.-
Q2JV13-A	6.1.1.-,6.1.1.4
B6JMI0-A	6.1.1.-
Q9YEF2-A	3.3.1.-,3.3.1.1
Q5AP97-A	2.7.11.1,2.7.11.-
Q15RG5-A	6.1.1.7,6.1.1.-
A1AZF2-A	5.4.99.-
P35047-A	3.4.21.4,3.4.21.-
B8HA94-A	2.1.1.-,2.1.1.228
A7HPQ3-A	5.4.99.-
B2ZFP3-A	3.6.4.-
Q9FIM6-A	3.4.21.-
A1U2B9-A	6.1.1.-,6.1.1.20
F4KEL0-A	3.4.21.-
Q0IAE0-A	6.1.1.-,6.1.1.4
B2J6F7-A	2.5.1.-
P35042-A	3.4.21.4,3.4.21.-
Q82UQ7-A	2.5.1.-
Q87LQ4-A	5.4.99.-
Q80WG7-A	2.3.2.27,2.3.2.-
Q2JXF6-A	6.1.1.-,6.1.1.20
Q84WK4-A	3.1.1.-
A0RM82-A	6.1.1.17,6.1.1.-
A5GL71-A	6.1.1.-,6.1.1.4
A1T8L2-A	5.3.1.1,5.3.1.-
Q9SFB5-A	3.4.16.-
Q5RC02-A	6.1.1.7,6.1.1.-
A9I4I5-A	6.1.1.15,6.1.1.-
A7HZN3-A	6.1.1.17,6.1.1.-
Q1PF08-A	3.4.16.-
Q3IP35-A	2.7.1.-
B9E766-A	6.1.1.-,6.1.1.20
Q7U6T1-A	6.1.1.-,6.1.1.4
Q9GZT4-A	5.1.1.-
B5DF45-A	2.3.2.27,2.3.2.-
B9LCT8-A	3.6.4.-,3.6.4.12
A1KS07-A	6.1.1.-,6.1.1.4
P13437-A	2.3.1.16,2.3.1.-
O67766-A	3.1.22.4,3.1.22.-
Q72HA0-A	6.1.1.-,6.1.1.20
A7ZGE5-A	3.1.22.4,3.1.22.-
Q8W0E4-A	2.3.1.-
B8FLW6-B	6.2.1.-
B8GRG3-A	3.1.3.5,3.1.3.-
Q11CD0-A	3.3.1.-,3.3.1.1
A7MFY0-A	3.5.1.-
Q2IFQ4-A	5.4.99.-
Q1WUF2-B	5.4.99.-
Q6G1W2-A	6.1.1.-,6.1.1.4
Q2NW21-B	5.4.99.-
Q45072-A	1.3.1.-
Q488J6-A	2.5.1.-
Q4K5I7-A	2.5.1.-
A0KGH7-A	5.4.99.-
Q740J1-A	6.1.1.-,6.1.1.20
Q8S895-A	2.3.1.-
B8DN39-A	3.1.3.5,3.1.3.-
Q31GF2-A	5.2.1.8,5.2.1.-
P53596-A	6.2.1.-
A5WDP0-A	2.5.1.-
B3EH68-A	2.8.1.-
B8H5U4-A	6.1.1.10,6.1.1.-
A4SP64-A	2.8.1.-
B8G4I8-A	3.1.22.4,3.1.22.-
B3EPH6-A	4.1.99.-
A7MTT7-A	3.1.3.5,3.1.3.-
A4JGW6-A	6.1.1.10,6.1.1.-
A4SXQ5-A	5.3.1.1,5.3.1.-
Q03LD3-A	6.1.1.6,6.1.1.-
C4ZAY9-A	2.8.1.-
Q9UZQ5-A	2.5.1.-
Q60297-A	2.1.1.-,2.1.1.72
Q8U192-A	2.5.1.-
A4SF77-A	3.3.1.-,3.3.1.1
O58878-A	2.5.1.-
Q5SHW1-A	2.1.1.-
Q149N8-A	2.3.2.27,2.3.2.-
P73161-A	2.1.1.-
Q7PCJ9-A	2.3.1.-,2.3.1.57
Q9P727-A	6.2.1.-
Q65S94-A	2.4.2.-
C3PGQ7-A	3.6.4.-,3.6.4.12
B6JAI4-A	6.1.1.-,6.1.1.4
Q65I35-A	4.2.1.-,4.2.1.20
A6U0U3-A	6.3.4.-
A8FEJ8-A	4.2.1.-,4.2.1.20
Q11JI8-A	6.1.1.15,6.1.1.-
B6JIA0-A	2.1.1.-
Q8X707-A	3.1.22.4,3.1.22.-
Q04564-A	1.13.12.-
P08842-A	3.1.6.-
B8EQP4-A	6.1.1.-,6.1.1.4
P11964-A	1.15.1.-,1.15.1.1
Q8TXJ5-A	2.4.2.-
Q6ZAL2-A	3.1.3.-
B4TKU5-A	6.5.1.-
Q03QN6-A	5.2.1.8,5.2.1.-
Q483C4-A	3.6.4.-,3.6.4.12
Q6GH33-A	4.2.1.-,4.2.1.20
Q1MQ80-A	5.2.1.8,5.2.1.-
B9L8B8-A	6.1.1.-
A8A3M3-A	3.1.3.5,3.1.3.-
Q38814-A	2.4.2.-
A0A084B9Z4-A	3.1.1.-
Q609C2-B	5.4.99.-
Q04B36-A	5.2.1.8,5.2.1.-
Q7VU94-A	6.1.1.-
A6U707-A	2.1.1.-
C1D538-A	5.2.1.8,5.2.1.-
B2HIA2-A	6.1.1.-,6.1.1.4
Q9Z2I8-B	6.2.1.-
Q8DTM2-A	6.1.1.-
P91424-A	2.1.1.-
A6LHY5-A	6.1.1.-
E9F8M4-A	1.14.11.-
Q74CZ6-A	3.1.3.5,3.1.3.-
Q0BW40-A	3.3.1.-,3.3.1.1
Q0HGM0-A	2.8.1.-
Q3ZYX0-B	2.3.1.-
Q97PR0-A	6.1.1.-
P36889-A	3.3.1.-,3.3.1.1
A7HV30-A	4.1.99.-
B8I6M0-A	2.4.2.-
Q8Q0B5-A	2.4.2.-
B9JLT9-A	1.14.99.-
Q5HPS8-A	6.1.1.15,6.1.1.-
Q8KCH7-A	5.3.1.1,5.3.1.-
B7JZG7-A	3.6.4.-,3.6.4.12
P59517-A	6.1.1.-
B7M2F1-A	3.6.4.-,3.6.4.12
Q70Q35-A	1.15.1.-,1.15.1.1
P93253-A	3.3.1.-,3.3.1.1
B1ZUH7-A	3.6.1.-
Q4ZXS0-A	3.5.1.-
Q7NUD8-A	4.2.1.-,4.2.1.20
A1SL44-A	4.1.1.48,4.1.1.-
Q8PAC4-A	6.1.1.-
Q8DG49-A	4.2.1.-,4.2.1.20
A9BDP3-A	2.4.2.-
A7HJD6-A	3.6.4.-,3.6.4.12
Q6YXW6-A	3.1.3.-
Q24MK1-A	6.1.1.-
P21981-B	2.3.2.-
Q9V0J8-A	2.4.2.-
Q839T5-A	3.6.4.-,3.6.4.12
B1I8Z1-A	6.1.1.15,6.1.1.-
C1KYH2-B	6.1.1.-
B9E5Q6-A	2.4.2.-
Q9QZ39-A	2.4.99.-
Q3YS67-A	2.3.1.-
P44990-A	5.1.3.-
A1AVC7-A	2.7.7.4,2.7.7.-
C5A5L9-A	6.3.4.-
P45363-A	2.3.1.9,2.3.1.-
P55881-A	2.7.4.-
Q133T5-A	2.8.1.-
Q6GLK2-A	3.1.2.-,3.1.2.2
Q609Z5-A	2.8.1.-
C5CFS3-A	3.6.4.-,3.6.4.12
B1KHI4-A	4.1.99.-
Q5FPS6-A	2.3.1.-
O58498-A	2.1.1.-
C0HKC8-A	2.7.11.1,2.7.11.-
Q8BXZ1-A	5.3.4.-,5.3.4.1
Q045Q2-A	3.6.4.-,3.6.4.12
Q136D2-A	4.1.1.48,4.1.1.-
B1YSF5-A	4.1.1.48,4.1.1.-
C5C5Q7-A	3.6.4.-,3.6.4.12
O68427-A	4.1.1.48,4.1.1.-
B5R6U8-A	5.2.1.8,5.2.1.-
A8GKG7-A	2.1.1.-
A9AJ43-A	4.1.1.48,4.1.1.-
Q1ILA1-A	2.1.1.-
C6A032-A	6.1.1.-,6.1.1.2
A4FLL0-A	4.1.1.48,4.1.1.-
B5YL53-A	5.3.1.1,5.3.1.-
Q9ZPQ5-A	2.8.2.-
Q7TTU9-A	6.1.1.-,6.1.1.2
B8I0V0-A	4.1.1.48,4.1.1.-
A7I4T5-A	5.3.1.24,5.3.1.-
Q5HLB4-A	2.8.1.-
Q4FMN5-A	6.1.1.1,6.1.1.-
B2UQZ3-A	5.2.1.8,5.2.1.-
Q9PJY4-A	2.4.1.-
B1VDN7-A	2.5.1.-,2.5.1.6
P29954-A	5.3.1.-
Q0T0S4-A	4.2.2.-
Q9R0S2-A	3.4.24.-
A5HY62-A	2.5.1.-,2.5.1.6
A1U547-A	2.5.1.-,2.5.1.6
O84992-A	1.3.1.-
B4SET5-A	2.2.1.-
A6GY79-A	2.6.1.-
Q0W5T5-A	1.2.1.-
B3QL00-A	2.2.1.-
Q7VRM0-A	1.1.1.-,1.1.1.86
Q0A6D3-A	2.5.1.-,2.5.1.6
A8L567-A	4.2.1.-
A0QTU9-A	1.18.1.-
Q8J140-A	3.4.22.-
Q9CPJ2-A	4.2.2.-
Q9SR87-A	2.7.11.1,2.7.11.-
Q03UL2-A	4.2.1.-
A7I0Q3-A	2.8.4.-
A9KT71-A	4.2.1.-
Q5TCX8-A	2.7.11.25,2.7.11.-
A9MJ47-A	2.1.1.-
A1SBA6-A	2.2.1.-
Q47QS7-A	4.2.1.-
C5BMF4-A	5.3.1.16,5.3.1.-
Q9TLX4-A	2.3.1.129,2.3.1.-
B1XK39-A	2.7.1.-
A3N7F7-A	1.3.3.-
A8LTG4-A	1.11.1.-
O57203-A	2.7.1.21,2.7.1.-
P78974-A	4.2.1.-
B2T629-A	2.7.4.-
Q0BPZ9-A	2.7.4.8,2.7.4.-
B9LPV4-A	2.7.4.-
A8GUR8-A	2.5.1.-,2.5.1.55
B8GTF9-A	1.3.3.-
A3DIF0-A	2.5.1.-
B5Y1Z9-A	1.6.5.-,1.6.5.2
A8Z213-A	2.7.1.-
B4SSV1-A	2.7.4.-
B1LBU2-A	2.7.1.-
Q8PPR3-A	2.5.1.-
B7N7D3-A	5.3.3.-
O67368-A	2.8.1.-
C6DYB7-A	1.11.1.-
B4S1N2-A	2.7.4.-,2.7.4.9
Q7X5C9-A	1.1.1.27,1.1.1.-
P0AB67-B	7.1.1.-
Q7UI86-A	2.7.7.-
P0C188-B	7.1.1.-
Q9WZ15-A	2.7.1.-
Q8Y2L3-A	2.8.1.-
P0CP80-A	5.2.1.8,5.2.1.-
Q0JA82-A	4.2.3.-
B3PFR9-A	2.7.7.-
Q8K9X2-A	2.7.6.-
B9DPK2-A	2.3.1.-
Q127X5-P	7.1.1.-
Q9PJQ6-A	4.99.1.-
P11977-A	2.7.2.3,2.7.2.-
Q0AXC8-A	2.7.1.-
G5EBX9-A	3.1.3.16,3.1.3.-
A8HXJ6-A	4.1.1.-
B8HG67-A	2.7.7.8,2.7.7.-
P0A231-A	3.1.1.-
Q0IZS0-A	2.4.2.-,2.4.2.19
Q5GW39-A	2.7.8.-
Q9UBS0-A	2.7.11.1,2.7.11.-
A3CLY1-A	5.2.1.8,5.2.1.-
Q7U4P6-A	1.3.7.-
Q1LU04-A	1.4.3.-
A2CCP7-E	7.1.1.-
A2C0C8-J	7.1.1.-
Q8X9G9-A	5.1.3.-
A1AA13-A	2.7.1.-
A6LXQ2-D	7.1.1.-
Q1AVI6-D	7.1.1.-
A2CDG7-A	2.7.2.3,2.7.2.-
P50176-A	2.3.1.-
Q7NHW1-A	2.4.2.-
Q8L1A7-A	4.3.3.-,4.3.3.6
Q3MAP9-A	2.7.7.18,2.7.7.-
Q9QWR8-A	3.2.1.-
Q9Y3R4-A	3.2.1.-,3.2.1.18
Q5BBL5-A	3.1.13.-,3.1.13.4
Q7RZA5-A	2.4.2.-
P00903-A	2.6.1.-
Q7M1E7-A	3.2.1.-
B0TWQ2-B	7.1.1.-
F6V515-A	2.4.2.-
Q67P21-F	7.1.1.-
P43212-A	3.2.1.-
Q1GKK5-A	2.7.7.8,2.7.7.-
Q6CIT6-A	3.4.21.-
B0CKC7-A	4.1.1.-
O86090-A	2.7.4.-
O41174-A	3.4.22.-,3.4.22.29
E6ESW1-A	1.8.4.12,1.8.4.-
A1K3P1-F	7.1.1.-
P9WHS6-A	3.4.13.-
Q90ZZ9-A	3.1.1.-,3.1.1.4
B9M0V8-A	2.3.1.-
O04887-A	3.1.1.-
Q75EK2-A	2.3.1.-
Q8Z8E5-B	7.2.2.-
A7MEW8-A	6.3.4.-
F5CPF1-A	3.1.1.-,3.1.1.4
Q88SC3-A	4.2.1.-
Q7VWE6-A	2.7.7.18,2.7.7.-
Q2JXF0-A	2.7.2.3,2.7.2.-
B8HAX3-A	3.5.99.-
A2VE79-A	3.6.1.-
P10665-A	2.7.11.1,2.7.11.-
O32472-A	4.2.1.-
Q9M3B0-A	3.1.1.-
Q8KEC2-A	7.1.1.-
P04043-A	2.1.1.-,2.1.1.72
Q566C7-A	3.6.1.-
Q5AXT6-A	2.3.2.27,2.3.2.-
B0BP83-A	4.6.1.12,4.6.1.-
Q04538-A	3.4.21.-,3.4.21.91
B0TQ97-A	2.7.7.8,2.7.7.-
E8R1E4-A	5.1.99.-
F4KCC2-A	2.3.2.27,2.3.2.-
C4JLQ3-A	3.4.24.-
Q742K7-A	1.4.3.-
A5GMR6-A	4.2.1.-
Q20Z41-A	7.1.1.-
P21642-A	4.1.1.-
A0AKK9-A	4.3.3.-,4.3.3.6
Q9JX80-C	7.1.1.-
B7JBM8-A	2.1.2.-
P54530-A	2.3.1.-
Q0RAT5-A	7.6.2.-
Q8UFU1-A	2.3.1.-
A8M9Z9-A	2.7.7.-
Q9ZK56-A	1.5.1.-
Q2GDX8-C	7.1.1.-
P9WI62-A	2.7.11.1,2.7.11.-
Q0P3Q0-D	1.10.3.-
A2R6A1-A	4.2.2.-
Q88ZJ6-A	7.6.2.-
Q7MNV1-A	2.4.1.-
A1Z7T0-A	2.7.11.13,2.7.11.-
Q3SV02-A	1.4.3.-
Q4JWU4-A	2.7.4.6,2.7.4.-
B6ISX3-A	7.1.1.-
P62423-A	2.7.2.3,2.7.2.-
P0A085-A	1.8.4.11,1.8.4.-
Q2S008-A	4.1.1.-
A0LXV8-A	2.7.1.-
Q6MTZ7-A	4.2.1.-
Q93Z53-A	2.7.1.40,2.7.1.-
Q1I3L0-A	1.8.4.11,1.8.4.-
P00629-A	3.1.1.-,3.1.1.4
P72800-A	1.8.4.11,1.8.4.-
B3QUX5-E	7.1.1.-
Q8N2H9-A	2.3.2.27,2.3.2.-
Q65UE1-A	7.6.2.-
C5B8N0-A	1.1.1.-
Q0RPE7-A	2.7.7.18,2.7.7.-
Q3Z997-A	2.7.1.-
P57794-A	2.8.1.-,2.8.1.7
A7HR80-A	1.4.3.-
P19147-A	3.1.3.-,3.1.3.1
Q2UKV4-A	4.1.1.-
C1DFK5-A	2.7.7.8,2.7.7.-
Q17WN8-A	2.1.1.-
B2JDT0-A	1.4.3.-
